period,date,year,month,day,day_of_week,number1,number2,number3,number4,number5,number6,special_number,flag,created_at,updated_at
1,20220104,2022,1,4,2,3,4,7,19,22,43,36
2,20220107,2022,1,7,5,6,9,15,31,38,39,25
3,20220111,2022,1,11,2,1,11,13,17,36,49,41
4,20220114,2022,1,14,5,5,13,14,24,26,35,39
5,20220118,2022,1,18,2,19,22,33,35,38,48,11
6,20220121,2022,1,21,5,15,26,27,34,37,42,47
7,20220125,2022,1,25,2,2,9,1,15,27,35,44
8,20220128,2022,1,28,5,7,12,36,41,42,44,29
9,20220129,2022,1,29,6,1,2,2,23,26,34,19
10,20220130,2022,1,30,7,3,8,15,2,22,23,36
11,20220131,2022,1,31,1,4,14,32,33,43,44,49
12,20220202,2022,2,1,2,8,25,34,44,45,47,24
13,20220202,2022,2,2,3,6,11,18,23,33,41,39
14,20220203,2022,2,3,4,5,9,18,22,34,36,11
15,20220204,2022,2,4,5,1,18,21,29,36,38,16
16,20220205,2022,2,5,6,2,4,13,36,41,49,16
17,20220206,2022,2,6,7,12,24,29,34,38,42,33
18,20220207,2022,2,7,1,3,18,23,32,4,45,38
19,20220208,2022,2,8,2,5,23,29,33,38,49,24
20,20220209,2022,2,9,3,2,7,11,18,35,45,25
21,20220210,2022,2,10,4,1,22,25,27,41,44,3
22,20220211,2022,2,11,5,23,24,3,42,44,46,48
23,20220215,2022,2,15,2,18,23,26,27,4,42,3
24,20220218,2022,2,18,5,16,2,36,39,47,48,35
25,20220222,2022,2,22,2,3,21,22,34,37,4,5
26,20220225,2022,2,25,5,17,18,21,26,38,49,2
27,20220301,2022,3,1,2,7,17,19,24,31,45,38
28,20220304,2022,3,4,5,1,3,18,29,3,31,26
29,20220308,2022,3,8,2,13,14,16,19,3,44,2
30,20220311,2022,3,11,5,3,4,8,15,21,24,29
31,20220315,2022,3,15,2,1,31,33,37,46,47,36
32,20220318,2022,3,18,5,2,15,21,26,42,44,45
33,20220322,2022,3,22,2,7,21,26,36,43,49,16
34,20220325,2022,3,25,5,14,17,22,45,47,49,26
35,20220329,2022,3,29,2,16,21,24,27,29,43,41
36,20220401,2022,4,1,5,3,1,11,2,34,38,4
37,20220405,2022,4,5,2,8,15,24,27,31,33,13
38,20220408,2022,4,8,5,1,15,19,29,31,44,23
39,20220412,2022,4,12,2,14,17,18,22,4,42,37
40,20220415,2022,4,15,5,2,9,11,14,15,3,22
41,20220419,2022,4,19,2,4,5,18,2,3,41,23
42,20220422,2022,4,22,5,3,28,32,36,47,49,16
43,20220426,2022,4,26,2,12,31,32,42,43,49,36
44,20220429,2022,4,29,5,12,14,18,25,44,48,45
45,20220503,2022,5,3,2,14,16,18,19,21,23,3
46,20220506,2022,5,6,5,1,5,19,28,45,49,29
47,20220510,2022,5,10,2,2,11,2,24,32,48,27
48,20220513,2022,5,13,5,1,24,27,36,37,48,29
49,20220517,2022,5,17,2,9,22,28,29,34,37,36
50,20220520,2022,5,20,5,5,8,12,22,42,49,46
51,20220524,2022,5,24,2,4,19,24,35,45,46,2
52,20220527,2022,5,27,5,4,11,18,37,39,46,27
53,20220531,2022,5,31,2,1,11,17,25,27,28,31
54,20220603,2022,6,3,5,4,11,39,42,43,48,44
55,20220607,2022,6,7,2,4,17,18,19,31,44,46
56,20220610,2022,6,10,5,5,1,13,28,29,38,34
57,20220614,2022,6,14,2,3,9,2,28,29,47,35
58,20220617,2022,6,17,5,7,11,28,3,46,47,48
59,20220620,2022,6,21,20,3,14,2,34,41,44,43
60,20220624,2022,6,24,5,3,18,26,29,4,43,13
61,20220628,2022,6,28,2,21,24,25,41,42,45,34
62,20220701,2022,7,1,5,14,2,29,32,34,43,2
63,20220705,2022,7,5,2,3,8,26,38,45,47,35
64,20220708,2022,7,8,5,5,9,15,35,4,44,1
65,20220712,2022,7,12,2,7,14,17,2,29,45,3
66,20220715,2022,7,15,5,14,15,27,41,43,49,39
67,20220719,2022,7,19,2,9,16,23,29,4,41,43
68,20220722,2022,7,22,5,11,12,24,3,33,38,31
69,20220726,2022,7,26,2,1,12,17,27,29,39,47
70,20220729,2022,7,29,5,12,18,19,21,33,37,15
71,20220802,2022,8,2,2,2,26,28,29,37,48,5
72,20220805,2022,8,5,5,5,18,21,3,43,46,26
73,20220809,2022,8,9,2,9,11,21,23,3,33,34
74,20220812,2022,8,12,5,4,7,15,21,37,43,5
75,20220816,2022,8,16,2,1,7,11,16,18,31,24
76,20220819,2022,8,19,5,3,4,1,21,28,41,15
77,20220823,2022,8,23,2,6,23,24,25,47,49,5
78,20220826,2022,8,26,5,4,16,17,3,38,42,5
79,20220830,2022,8,30,2,5,8,16,27,35,45,37
80,20220902,2022,9,2,5,2,23,25,36,43,45,38
81,20220906,2022,9,6,2,26,32,35,36,38,49,39
82,20220909,2022,9,9,5,7,15,17,28,36,39,1
83,20220913,2022,9,13,2,7,1,15,21,34,48,38
84,20220916,2022,9,16,5,2,6,7,27,31,44,28
85,20220920,2022,9,20,2,11,13,24,29,35,43,1
86,20220923,2022,9,23,5,2,12,3,31,44,48,46
87,20220927,2022,9,27,2,1,17,28,34,4,43,29
88,20220930,2022,9,30,5,5,12,18,28,34,39,24
89,20221004,2022,10,4,2,13,14,23,34,43,49,44
90,20221007,2022,10,7,5,5,1,15,16,26,3,12
91,20221011,2022,10,11,2,1,3,23,25,42,46,2
92,20221014,2022,10,14,5,1,11,13,25,32,36,3
93,20221018,2022,10,18,2,1,14,27,38,39,47,49
94,20221021,2022,10,21,5,11,2,36,37,42,49,3
95,20221025,2022,10,25,2,18,32,36,43,48,49,23
96,20221028,2022,10,28,5,17,18,19,23,25,32,26
97,20221101,2022,11,1,2,17,24,28,32,34,4,3
98,20221104,2022,11,4,5,11,21,23,3,36,47,6
99,20221108,2022,11,8,2,15,18,37,39,44,47,43
100,20221111,2022,11,11,5,2,1,19,2,36,48,37
101,20221115,2022,11,15,2,19,2,26,29,34,39,4
102,20221118,2022,11,18,5,1,17,27,37,44,45,22
103,20221122,2022,11,22,2,5,13,18,24,27,48,32
104,20221125,2022,11,25,5,14,15,2,26,35,41,36
105,20221129,2022,11,29,2,6,21,34,37,46,49,18
106,20221202,2022,12,2,5,8,22,28,4,41,45,34
107,20221206,2022,12,6,2,1,15,27,32,39,42,28
108,20221209,2022,12,9,5,1,16,22,4,45,48,31
109,20221213,2022,12,13,2,6,9,12,14,33,47,34
101,20221216,2022,12,16,5,6,11,12,4,47,49,28
111,20221220,2022,12,20,2,3,4,12,16,29,32,39
112,20221223,2022,12,23,5,9,13,32,34,35,39,1
113,20221227,2022,12,27,2,3,11,16,21,22,39,4
114,20221230,2022,12,30,5,5,8,14,17,2,46,7
